return_id,order_id,customer_id,return_date,return_reason,refund_amount,refund_status,inspection_status,return_mode,warehouse,product_condition,resolution,exchange_requested,processing_days,refund_method,customer_feedback,region,case_status,pickup_completed,ticket_status
1720,8221,6957,2026-08-05,Damaged Product,79910.21,Pending,Pending,Pickup,Warehouse C,Opened,Replacement,Yes,13,Bank Transfer,,East,Resolved,Yes,Active
1721,37297,9120,2026-04-03,Duplicate Order,12732,Pending,Failed,Drop,Warehouse B,Sealed,Replacement,Yes,12,Wallet,Excellent,East,Resolved,No,Closed
1722,8280,7706,2025-05-22,Changed Mind,144902.05,Completed,Passed,Pickup,Warehouse B,Sealed,Replacement,No,13,UPI,Good,West,Pending,No,Closed
1723,26899,5869,2026-01-10,Late Delivery,106781.43,Completed,Passed,Drop,Warehouse C,Opened,Replacement,Yes,15,UPI,Excellent,North,Resolved,Yes,Closed
1724,28763,2439,2025-12-07,Not as Described,95204.47,Rejected,Failed,Drop,Warehouse A,Opened,Refund,Yes,4,Bank Transfer,Excellent,East,Pending,Yes,Active
1725,16088,89,2025-08-03,Changed Mind,36171.07,Completed,Pending,Pickup,Warehouse B,Sealed,Refund,No,4,Bank Transfer,Poor,South,Resolved,No,Active
1726,10509,1222,2025-12-09,Late Delivery,60090.46,Rejected,Passed,Drop,Warehouse C,Opened,Refund,No,8,UPI,Average,West,Pending,No,Closed
1727,37852,5623,2025-05-29,Quality Issue,84661.26,Pending,Pending,Pickup,Warehouse A,Opened,Refund,Yes,9,UPI,,South,Pending,Yes,Active
1728,15869,649,2025-06-28,Duplicate Order,31148.98,Pending,Pending,Drop,Warehouse C,Sealed,Replacement,No,11,Bank Transfer,Excellent,West,Pending,No,Active
1729,18187,6450,2025-12-14,Changed Mind,66524.47,Rejected,Failed,Drop,Warehouse B,Opened,Refund,Yes,6,Wallet,Good,North,Pending,No,Closed
1730,8386,8155,2024-12-06,Duplicate Order,25120.5,Rejected,Pending,Pickup,Warehouse C,Sealed,Replacement,No,5,UPI,Excellent,East,Pending,Yes,Closed
1731,138,9156,2026-06-18,Wrong Item Delivered,21780.26,Rejected,Pending,Pickup,Warehouse C,Sealed,Replacement,No,6,UPI,Average,West,Pending,No,Active
1732,15478,4895,2024-09-03,Missing Parts,88832.28,Pending,Passed,Drop,Warehouse B,Sealed,Refund,Yes,15,UPI,Good,East,Resolved,Yes,Active
1733,15537,169,2024-11-12,Damaged Product,44727.22,Completed,Pending,Drop,Warehouse C,Sealed,Refund,Yes,15,Bank Transfer,Good,South,Pending,Yes,Closed
1734,32862,1362,2025-11-08,Quality Issue,92325.79,Pending,Failed,Drop,Warehouse C,Opened,Replacement,No,11,Wallet,Excellent,North,Resolved,No,Active
1735,9040,8784,2025-05-13,Changed Mind,41655.15,Rejected,Passed,Pickup,Warehouse B,Opened,Replacement,Yes,6,Wallet,Poor,West,Pending,Yes,Closed
1736,26806,1231,2026-04-14,Missing Parts,67114.38,Completed,Failed,Pickup,Warehouse C,Opened,Replacement,Yes,10,Bank Transfer,Poor,East,Pending,Yes,Closed
1737,6409,8262,2026-06-27,Duplicate Order,69918.46,Rejected,Passed,Drop,Warehouse C,Sealed,Refund,Yes,10,Wallet,Good,East,Pending,No,Active
1738,19262,7755,2025-07-30,Damaged Product,30995.63,Completed,Passed,Drop,Warehouse B,Opened,Refund,Yes,11,Bank Transfer,Poor,East,Pending,Yes,Active
1739,2919,874,2026-03-17,Quality Issue,48804.97,Pending,Failed,Pickup,Warehouse C,Sealed,Replacement,No,11,Wallet,Average,East,Pending,Yes,Closed
1740,6974,8141,2025-03-02,Damaged Product,75866.46,Pending,Failed,Pickup,WAREHOUSE C,Opened,Refund,No,8,Bank Transfer,Average,North,Resolved,No,Closed
1741,1133,4377,2026-01-24,Quality Issue,78259.59,Pending,Passed,Pickup,Warehouse B,Sealed,Refund,Yes,9,Wallet,Average,West,Pending,No,Closed
1742,28103,3193,2026-05-28,Duplicate Order,59358.85,Rejected,Passed,Drop,Warehouse A,Sealed,Replacement,No,12,Wallet,Average,South,Pending,Yes,Closed
1743,43134,7363,2026-03-06,Not as Described,99879.48,Completed,Failed,Drop,Warehouse C,Opened,Refund,Yes,14,Wallet,Average,North,Pending,No,Active
1744,43948,3548,2024-11-03,Duplicate Order,101403.61,Completed,Failed,Drop,Warehouse B,Opened,Refund,Yes,2,UPI,,East,Pending,No,Active
1745,4340,7793,2026-07-02,Changed Mind,86911.87,Completed,Pending,Pickup,Warehouse C,Sealed,Replacement,Yes,3,Bank Transfer,Average,West,Pending,No,Closed
1746,9318,1240,2025-12-24,Changed Mind,78853.95,Rejected,Pending,Drop,Warehouse B,Opened,Replacement,No,15,Wallet,Average,West,Resolved,No,Active
1747,25967,1286,2024-09-07,Duplicate Order,116200.61,Pending,Failed,Pickup,Warehouse C,Sealed,Replacement,No,14,Bank Transfer,Average,North,Pending,No,Active
1748,26962,2682,2025-08-15,Changed Mind,92208.24,Rejected,Pending,Pickup,Warehouse A,Sealed,Refund,Yes,4,Wallet,Average,West,Resolved,No,Active
1749,4246,1634,2025-11-29,Missing Parts,6181.99,Rejected,Failed,Pickup,Warehouse B,Sealed,Replacement,Yes,5,UPI,Average,East,Pending,Yes,Active
1750,8484,9859,2024-09-29,Duplicate Order,140298.53,Rejected,Failed,Pickup,Warehouse A,Sealed,Refund,Yes,10,Bank Transfer,,North,Resolved,No,Closed
1751,13258,4850,2025-09-27,Damaged Product,74364.21,Completed,Failed,Pickup,Warehouse B,Sealed,Replacement,Yes,8,Wallet,Poor,South,Pending,No,Active
1752,41038,5714,2025-08-06,Quality Issue,13184.39,Completed,Pending,Drop,Warehouse C,Opened,Replacement,No,7,Wallet,Good,East,Resolved,No,Closed
1753,28106,2681,2025-08-18,Duplicate Order,29274.36,Rejected,Pending,Drop,Warehouse A,Sealed,Refund,No,3,UPI,Good,East,Resolved,Yes,Active
1754,36760,9726,2026-03-03,Wrong Item Delivered,69685.95,Completed,Pending,Pickup,Warehouse A,Sealed,Refund,Yes,10,Bank Transfer,Average,South,Pending,No,Active
1755,8104,964,2025-03-06,Late Delivery,85199.66,Pending,Failed,Drop,Warehouse B,Opened,Replacement,Yes,4,Wallet,Excellent,North,Pending,Yes,Closed
1756,4985,5192,2026-01-12,Duplicate Order,43597.46,Rejected,Passed,Drop,Warehouse A,Opened,Replacement,Yes,11,Bank Transfer,Good,West,Pending,Yes,Active
1757,19248,2778,2024-10-26,Missing Parts,80143.26,Pending,Pending,Pickup,Warehouse A,Opened,Refund,Yes,13,UPI,Excellent,East,Resolved,No,Active
1758,3675,77,2025-12-29,Wrong Item Delivered,87317.71,Rejected,Failed,Pickup,Warehouse B,Sealed,Replacement,No,8,Bank Transfer,Average,West,Pending,Yes,Active
1759,34473,1625,2026-03-07,Duplicate Order,86494.56,Pending,Failed,Pickup,Warehouse A,Opened,Replacement,Yes,-5,Bank Transfer,Poor,South,Resolved,No,Active
1760,45146,2016,2026-01-20,Wrong Item Delivered,79466.66,Rejected,Pending,Pickup,Warehouse B,Sealed,Replacement,Yes,9,Bank Transfer,Poor,North,Pending,No,Active
1761,11723,9405,2025-02-21,Wrong Item Delivered,70982.13,Pending,Pending,Pickup,Warehouse A,Opened,Replacement,No,1,UPI,Excellent,South,Pending,Yes,Active
1762,45489,7021,2024-10-31,Late Delivery,36520.51,Completed,Pending,Drop,Warehouse B,Sealed,Replacement,No,1,Wallet,Excellent,West,Pending,No,Active
1763,12295,8795,2025-02-27,Not as Described,17331.91,Pending,Passed,Drop,Warehouse A,Sealed,Replacement,No,12,UPI,Poor,South,Resolved,No,Active
1764,46051,2355,2026-03-30,Missing Parts,87511.55,Rejected,Passed,Drop,Warehouse A,Sealed,Refund,Yes,4,Wallet,,West,Pending,No,Closed
1765,18363,6017,2024-11-13,Not as Described,20713.03,Pending,Passed,Pickup,Warehouse B,Opened,Replacement,Yes,10,Wallet,Excellent,West,Pending,Yes,Closed
1766,29223,9932,2025-07-29,Changed Mind,66492.63,Completed,Failed,Pickup,Warehouse C,Sealed,Refund,Yes,9,UPI,Average,North,Resolved,No,Active
1767,38817,5192,2025-05-24,Damaged Product,95251.69,Pending,Failed,Pickup,Warehouse A,Sealed,Refund,Yes,10,UPI,Poor,South,Pending,Yes,Closed
1768,30956,501,2026-02-22,Quality Issue,65737.52,Completed,Failed,Pickup,Warehouse C,Sealed,Replacement,No,9,UPI,Good,South,Resolved,No,Active
1769,2280,455,2025-03-15,Changed Mind,23171.91,Completed,Pending,Pickup,Warehouse A,Sealed,Replacement,No,4,Bank Transfer,Excellent,West,Pending,No,Closed
1770,22296,7135,2024-12-07,Duplicate Order,50375.87,Completed,Passed,Pickup,Warehouse C,Opened,Replacement,Yes,15,UPI,Good,South,Resolved,Yes,Closed
1771,34041,5063,2025-02-26,Not as Described,77615.22,Rejected,Pending,Pickup,Warehouse A,Sealed,Replacement,Yes,8,Bank Transfer,Excellent,West,Resolved,Yes,Active
1772,40290,7672,2024-12-09,Not as Described,31479.81,Completed,Pending,Drop,Warehouse A,Opened,Replacement,No,1,Bank Transfer,Excellent,West,Pending,Yes,Closed
1773,43370,3980,2025-02-10,Missing Parts,80451.22,Rejected,Failed,Pickup,Warehouse C,Sealed,Replacement,No,8,Wallet,Poor,North,Resolved,No,Closed
1774,865,5268,2026-05-30,Not as Described,67278.65,Rejected,Pending,Pickup,Warehouse A,Sealed,Refund,Yes,4,UPI,Good,East,Pending,No,Closed
1775,26740,6984,2025-07-10,Not as Described,79465.76,Pending,Failed,Pickup,Warehouse A,Sealed,Replacement,Yes,10,Bank Transfer,Poor,South,Resolved,Yes,Closed
1776,32614,7804,2024-09-06,Duplicate Order,38410.43,Pending,Passed,Drop,Warehouse A,Sealed,Replacement,No,13,Bank Transfer,Poor,North,Resolved,Yes,Active
1777,42971,101,2024-12-24,Not as Described,109351.09,Pending,Failed,Drop,Warehouse B,Sealed,Replacement,No,6,Bank Transfer,Good,West,Resolved,Yes,Closed
1778,1010,4706,2025-11-25,Changed Mind,90234.58,Rejected,Failed,Drop,Warehouse C,Opened,Refund,Yes,10,Wallet,Average,West,Pending,No,Active
1779,5031,8965,2025-08-27,Quality Issue,72937.91,Rejected,Pending,Drop,Warehouse A,Opened,Refund,No,13,Wallet,,North,Pending,No,Closed
1780,28093,4180,2026-04-19,Not as Described,113376.85,Completed,Pending,Pickup,Warehouse C,Sealed,Refund,No,4,Bank Transfer,Poor,South,Pending,Yes,Active
1781,13271,6490,2025-01-31,Late Delivery,95747.52,Pending,Passed,Pickup,Warehouse C,Sealed,Refund,Yes,11,UPI,Poor,South,Pending,Yes,Active
1782,1936,9471,2026-03-21,Late Delivery,77348.48,Completed,Passed,Pickup,Warehouse C,Opened,Replacement,No,7,UPI,Poor,North,Pending,No,Active
1783,13495,8741,2025-07-08,Missing Parts,78353.85,Rejected,Failed,Pickup,Warehouse A,Sealed,Replacement,No,6,UPI,Average,North,Resolved,No,Active
1784,30276,9369,2025-05-03,Damaged Product,94492.16,Completed,Failed,Drop,Warehouse B,Sealed,Replacement,No,13,Bank Transfer,Good,North,Resolved,Yes,Closed
1785,20414,1182,2024-08-22,Changed Mind,99185.29,Completed,Pending,Pickup,Warehouse B,Opened,Replacement,No,13,Bank Transfer,Good,East,Pending,Yes,Closed
1786,37941,9731,2025-01-05,Missing Parts,136588.9,Rejected,Pending,Drop,Warehouse C,Sealed,Refund,Yes,1,UPI,Good,South,Resolved,Yes,Active
1787,47409,2205,2026-04-12,Wrong Item Delivered,79312.04,Rejected,Pending,Drop,Warehouse C,Sealed,Replacement,Yes,10,Wallet,Good,West,Pending,Yes,Closed
1788,10067,3577,2024-12-06,Wrong Item Delivered,31707.72,Pending,Passed,Drop,Warehouse C,Sealed,Replacement,Yes,10,UPI,Poor,West,Pending,No,Active
1789,13293,245,2025-01-05,Late Delivery,12748.07,Completed,Pending,Pickup,Warehouse B,Opened,Refund,No,2,Wallet,Excellent,South,Pending,No,Closed
1790,10577,16,2025-07-21,Damaged Product,42232.84,Completed,Pending,Pickup,Warehouse C,Opened,Refund,No,6,Bank Transfer,Average,East,Resolved,No,Closed
1791,24556,3636,2025-08-22,Quality Issue,66093.54,Rejected,Pending,Pickup,Warehouse A,Sealed,Replacement,No,3,Bank Transfer,Average,North,Resolved,No,Active
1792,6212,5149,2025-04-15,Not as Described,13691.47,Pending,Failed,Pickup,Warehouse A,Opened,Replacement,Yes,8,Wallet,Average,East,Resolved,Yes,Active
1793,40013,9912,2025-08-10,Not as Described,18016.66,Completed,Passed,Pickup,Warehouse B,Opened,Replacement,Yes,13,UPI,Average,East,Pending,Yes,Active
1794,22583,8863,2024-11-30,Wrong Item Delivered,26403.28,Pending,Pending,Drop,Warehouse C,Opened,Replacement,Yes,2,Bank Transfer,Excellent,North,Pending,No,Closed
1795,350,2205,2026-01-22,Quality Issue,17886.43,Pending,Passed,Pickup,Warehouse A,Opened,Refund,No,3,UPI,Good,South,Pending,Yes,Closed
1796,47254,1844,2025-10-27,Late Delivery,102760.44,Pending,Pending,Drop,Warehouse C,Opened,Refund,No,9,Wallet,Average,East,Resolved,Yes,Closed
1797,5583,5116,2024-09-30,Not as Described,50303.42,Completed,Failed,Pickup,Warehouse A,Sealed,Replacement,No,5,Wallet,Excellent,East,Resolved,No,Closed
1798,18616,9144,2025-08-02,Missing Parts,14943.45,Completed,Failed,Pickup,Warehouse B,Opened,Refund,Yes,3,Bank Transfer,Poor,West,Resolved,No,Closed
1799,17971,6816,2025-02-09,Changed Mind,26098.81,Pending,Passed,Drop,Warehouse A,Sealed,Replacement,No,9,Bank Transfer,,West,Pending,No,Active
1800,6585,4428,2025-04-22,Changed Mind,31117.32,Completed,Pending,Pickup,Warehouse A,Opened,Refund,No,15,Wallet,Excellent,East,Resolved,No,Closed
1801,10494,1402,2025-12-03,Damaged Product,96891.24,Rejected,Passed,Pickup,Warehouse C,Sealed,Refund,Yes,7,Wallet,Average,West,Resolved,No,Closed
1802,40154,1849,2024-12-09,Quality Issue,65865.9,Pending,Failed,Pickup,Warehouse A,Sealed,Replacement,Yes,15,UPI,Good,West,Resolved,Yes,Active
1803,32852,9852,2025-04-01,Damaged Product,127713.78,Completed,Pending,Drop,Warehouse A,Sealed,Refund,Yes,12,UPI,Poor,South,Resolved,No,Closed
1804,28091,7113,2024-11-10,Not as Described,54959.73,Pending,Failed,Pickup,Warehouse A,Opened,Replacement,Yes,15,Wallet,Good,South,Pending,No,Closed
1805,36189,5307,2025-01-29,Quality Issue,17369.94,Rejected,Pending,Pickup,Warehouse C,Sealed,Replacement,No,15,Wallet,Poor,West,Resolved,No,Active
1806,26834,3075,2025-12-27,Quality Issue,107278.38,Completed,Failed,Pickup,Warehouse C,Sealed,Replacement,Yes,7,Bank Transfer,Excellent,North,Resolved,Yes,Active
1807,27326,2304,2025-05-31,Damaged Product,59186.88,Pending,Failed,Drop,Warehouse B,Opened,Replacement,No,3,Bank Transfer,Poor,South,Pending,No,Closed
1808,38228,5252,2024-11-21,Changed Mind,55645.72,Completed,Pending,Pickup,Warehouse A,Sealed,Replacement,Yes,12,Wallet,Excellent,West,Pending,No,Closed
1809,44216,1389,2025-11-10,Late Delivery,7497.53,Pending,Passed,Drop,Warehouse C,Opened,Replacement,No,14,UPI,Good,East,Resolved,No,Active
1810,7623,4533,2025-08-15,Late Delivery,90028.23,Rejected,Passed,Pickup,Warehouse A,Opened,Replacement,Yes,5,Bank Transfer,Good,South,Resolved,Yes,Active
1811,5069,1046,2026-06-25,Quality Issue,95330.85,Completed,Failed,Drop,Warehouse B,Opened,Replacement,Yes,12,Bank Transfer,Good,North,Resolved,Yes,Closed
1812,40807,3238,2025-04-27,Wrong Item Delivered,6001.95,Pending,Passed,Pickup,Warehouse A,Opened,Replacement,Yes,14,UPI,Poor,North,Pending,No,Closed
1813,21609,7364,2024-10-27,Damaged Product,28554.38,Rejected,Failed,Pickup,Warehouse B,Opened,Refund,No,6,Bank Transfer,Average,North,Resolved,Yes,Closed
1814,42606,2064,2026-05-27,Wrong Item Delivered,50552.28,Completed,Failed,Pickup,Warehouse C,Opened,Replacement,Yes,10,UPI,Good,East,Resolved,No,Active
1815,7918,6632,2024-09-07,Changed Mind,106397.14,Completed,Pending,Drop,Warehouse A,Sealed,Replacement,No,6,Bank Transfer,Excellent,West,Pending,Yes,Active
1816,46107,6610,2024-11-11,Quality Issue,49591.38,Pending,Failed,Pickup,Warehouse A,Sealed,Refund,No,3,UPI,Average,West,Resolved,No,Active
1817,15164,2953,2025-10-11,Damaged Product,5712.4,Pending,Failed,Pickup,Warehouse B,Opened,Replacement,Yes,1,Bank Transfer,Poor,East,Pending,No,Closed
1818,20679,6365,2026-06-11,Late Delivery,23190.52,Rejected,Passed,Drop,Warehouse A,Opened,Refund,Yes,1,UPI,Average,West,Resolved,Yes,Active
1819,37905,2221,2025-09-03,Wrong Item Delivered,48180.26,Rejected,Pending,Pickup,Warehouse A,Sealed,Replacement,Yes,7,UPI,Excellent,West,Pending,No,Active
1820,37877,4600,2024-10-03,Duplicate Order,35882.71,Pending,Pending,Pickup,Warehouse B,Opened,Replacement,No,7,Wallet,Good,West,Pending,Yes,Active
1821,3236,3652,2025-08-01,Quality Issue,75458.69,Rejected,Failed,Pickup,Warehouse A,Opened,Replacement,No,3,Wallet,Good,West,Resolved,No,Closed
1822,5964,6083,2026-04-24,Late Delivery,63465.45,Rejected,Pending,Pickup,Warehouse C,Opened,Refund,No,10,Bank Transfer,Average,North,Pending,No,Closed
1823,45410,5372,2026-01-30,Missing Parts,107664.9,Pending,Passed,Drop,Warehouse B,Sealed,Replacement,Yes,7,Bank Transfer,Poor,West,Pending,Yes,Closed
1824,4422,497,2026-01-26,Wrong Item Delivered,24560.61,Completed,Failed,Drop,Warehouse B,Sealed,Refund,No,11,Wallet,Average,West,Resolved,No,Active
1825,9648,2952,2024-09-21,Damaged Product,7777.05,Rejected,Pending,Drop,Warehouse A,Opened,Refund,Yes,3,Bank Transfer,Average,West,Pending,Yes,Active
1826,23731,2255,2026-05-08,Not as Described,72569.55,Pending,Passed,Pickup,Warehouse C,Opened,Refund,No,8,Wallet,Poor,North,Resolved,No,Active
1827,26241,9537,2026-01-14,Not as Described,62563.44,Rejected,Passed,Pickup,Warehouse A,Opened,Replacement,Yes,3,Bank Transfer,Average,East,Pending,Yes,Active
1828,19889,6956,2025-10-11,Damaged Product,41061.88,Rejected,Pending,Pickup,Warehouse C,Opened,Replacement,No,11,Bank Transfer,Good,West,Resolved,No,Closed
1829,21795,576,2025-01-06,Damaged Product,37404.77,Completed,Failed,Pickup,Warehouse C,Opened,Refund,Yes,1,Wallet,Excellent,East,Resolved,No,Active
1830,15062,7084,2026-02-04,Late Delivery,19071.11,Completed,Failed,Drop,Warehouse A,Sealed,Replacement,No,5,Bank Transfer,Poor,South,Pending,Yes,Closed
1831,2691,992,2025-12-17,Missing Parts,12998.41,Completed,Passed,Drop,Warehouse A,Sealed,Replacement,No,1,UPI,Good,South,Resolved,Yes,Active
1832,12621,2064,2026-07-13,Changed Mind,98977.68,Completed,Failed,Drop,Warehouse C,Sealed,Replacement,Yes,3,Bank Transfer,Excellent,East,Resolved,No,Active
1833,34453,8174,2025-05-13,Quality Issue,105438.8,Rejected,Passed,Drop,Warehouse A,Sealed,Replacement,No,1,Wallet,Excellent,South,Resolved,Yes,Closed
1834,4438,8478,2025-07-31,Changed Mind,90549.17,Pending,Pending,Pickup,Warehouse C,Sealed,Refund,No,2,Bank Transfer,Good,West,Pending,No,Closed
1835,26982,6169,2026-07-12,Damaged Product,46291.22,Completed,Passed,Drop,Warehouse C,Opened,Replacement,No,4,Wallet,Excellent,South,Pending,Yes,Closed
1836,22691,1425,2025-12-27,Damaged Product,78282.78,Completed,Passed,Pickup,Warehouse C,Opened,Refund,No,11,Bank Transfer,Excellent,East,Resolved,Yes,Closed
1837,26367,2089,2025-10-31,Damaged Product,20150.3,Pending,Failed,Pickup,Warehouse C,Opened,Refund,Yes,12,Bank Transfer,Poor,South,Pending,No,Closed
1838,1100,4371,2025-06-14,Late Delivery,28945.76,Pending,Passed,Pickup,Warehouse A,Sealed,Refund,No,2,UPI,Excellent,North,Resolved,Yes,Closed
1839,11455,5057,2025-05-23,Duplicate Order,132915.21,Completed,Pending,Pickup,Warehouse A,Sealed,Refund,No,14,Wallet,,East,Pending,No,Active
1840,44928,2571,2024-09-27,Damaged Product,6377.74,Rejected,Pending,Drop,Warehouse A,Sealed,Replacement,Yes,5,Wallet,Poor,South,Resolved,Yes,Active
1841,41287,4835,2024-12-09,Duplicate Order,68193.64,Pending,Failed,Drop,Warehouse B,Opened,Refund,No,6,Wallet,Poor,East,Resolved,No,Closed
1842,15151,1608,2024-10-28,Not as Described,18569.49,Pending,Failed,Drop,Warehouse A,Opened,Refund,Yes,12,UPI,Poor,East,Resolved,Yes,Closed
1843,49743,7999,2026-05-04,Missing Parts,9113.45,Completed,Passed,Pickup,Warehouse B,Sealed,Replacement,Yes,2,Wallet,Excellent,East,Pending,No,Active
1844,49260,8867,2025-05-23,Damaged Product,65893.44,Completed,Passed,Drop,Warehouse C,Sealed,Replacement,No,13,UPI,Good,East,Resolved,No,Active
1845,9422,6471,2025-07-29,Damaged Product,129938.42,Completed,Failed,Drop,Warehouse B,Sealed,Replacement,No,15,Wallet,Poor,East,Pending,Yes,Closed
1846,7134,2205,2024-10-12,Late Delivery,2299.21,Pending,Passed,Pickup,Warehouse A,Sealed,Replacement,Yes,13,UPI,Poor,West,Resolved,No,Closed
1847,2289,7665,2026-04-09,Late Delivery,108174.73,Completed,Passed,Drop,Warehouse C,Opened,Refund,Yes,8,UPI,Poor,North,Resolved,No,Active
1848,27297,8027,2025-09-26,Changed Mind,99105.99,Pending,Failed,Pickup,Warehouse B,Sealed,Replacement,No,5,UPI,Good,South,Pending,No,Closed
1849,25699,9123,2025-06-15,Late Delivery,74256.33,Rejected,Passed,Drop,Warehouse C,Opened,Refund,Yes,6,UPI,Excellent,North,Pending,Yes,Closed
1850,25969,3358,2026-07-06,Duplicate Order,48720.4,Completed,Pending,Drop,Warehouse C,Opened,Replacement,No,4,UPI,Poor,South,Pending,No,Active
1851,43104,3811,2026-07-10,Quality Issue,66611.83,Completed,Pending,Drop,Warehouse C,Sealed,Replacement,Yes,14,Wallet,Good,West,Pending,No,Active
1852,3483,2913,2026-03-16,Late Delivery,116862.23,Pending,Pending,Pickup,Warehouse A,Sealed,Replacement,No,15,UPI,Poor,North,Pending,No,Active
1853,42921,359,2026-06-05,Duplicate Order,132831.58,Pending,Pending,Pickup,Warehouse A,Opened,Replacement,Yes,6,UPI,Poor,South,Pending,No,Closed
1854,20977,5038,2025-08-27,Not as Described,72347.61,Completed,Passed,Drop,Warehouse C,Sealed,Replacement,No,1,UPI,Good,East,Resolved,No,Active
1855,45890,1381,2026-07-25,Missing Parts,105425.27,Pending,Pending,Pickup,Warehouse B,Sealed,Refund,Yes,6,UPI,Good,West,Resolved,Yes,Active
1856,28628,1680,2026-07-16,Wrong Item Delivered,47352.35,Rejected,Pending,Pickup,Warehouse A,Sealed,Replacement,Yes,7,UPI,,South,Pending,No,Active
1857,45913,5812,2024-11-22,Late Delivery,18309.46,Completed,Passed,Pickup,Warehouse C,Opened,Replacement,No,14,Wallet,Excellent,West,Pending,Yes,Active
1858,6520,5935,2026-06-24,Wrong Item Delivered,117503.46,Completed,Failed,Drop,Warehouse C,Opened,Replacement,No,11,UPI,Poor,East,Pending,No,Active
1859,46749,2191,2026-08-11, Wrong Item Delivered ,4497.36,Rejected,Pending,Pickup,Warehouse A,Opened,Replacement,Yes,13,UPI,Poor,East,Resolved,No,Closed
1860,10349,4622,2024-09-11,Late Delivery,893.31,Completed,Passed,Pickup,Warehouse B,Sealed,Refund,No,10,UPI,Poor,South,Pending,Yes,Closed
1861,36905,981,2026-02-22,Changed Mind,50125.44,Completed,Passed,Pickup,Warehouse A,Opened,Refund,Yes,6,UPI,,West,Pending,Yes,Active
1862,26908,4497,2026-03-06,Late Delivery,86270.87,Pending,Pending,Drop,Warehouse C,Sealed,Refund,Yes,6,UPI,Poor,East,Pending,No,Closed
1863,4587,7193,2025-01-04,Missing Parts,64277.23,Rejected,Pending,Drop,Warehouse C,Opened,Refund,Yes,5,UPI,Good,North,Pending,No,Active
1864,76,1077,2025-11-13,Damaged Product,55239.39,Pending,Pending,Drop,Warehouse B,Opened,Replacement,No,12,Bank Transfer,Excellent,West,Resolved,No,Closed
1865,24968,6501,2025-07-03,Quality Issue,28663.37,Pending,Pending,Pickup,Warehouse C,Opened,Refund,No,7,UPI,Poor,South,Resolved,No,Active
1866,46268,6017,2026-04-06,Missing Parts,106401.23,Pending,Pending,Pickup,Warehouse A,Opened,Refund,No,9,Bank Transfer,Excellent,North,Resolved,No,Closed
1867,7562,5090,2026-07-20,Not as Described,57144.05,Pending,Passed,Drop,Warehouse C,Opened,Replacement,No,14,Wallet,Average,East,Resolved,Yes,Closed
1868,3691,4082,2024-11-17,Wrong Item Delivered,51559.77,Completed,Passed,Drop,Warehouse C,Opened,Replacement,No,1,UPI,Poor,South,Pending,No,Closed
1869,16260,3193,2025-04-18,Wrong Item Delivered,7428.49,Completed,Failed,Drop,Warehouse C,Opened,Refund,Yes,1,UPI,Excellent,East,Pending,Yes,Active
1870,43353,3911,2025-04-20,Quality Issue,93640.07,Rejected,Passed,Drop,Warehouse C,Opened,Replacement,Yes,15,UPI,Excellent,North,Pending,Yes,Active
1871,2233,4247,2024-11-24,Late Delivery,64620.72,Rejected,Failed,Drop,Warehouse B,Sealed,Refund,Yes,1,Bank Transfer,Good,North,Resolved,No,Active
1872,21884,6600,2024-08-23,Not as Described,39469,Pending,Pending,Pickup,Warehouse B,Opened,Replacement,No,13,UPI,Poor,East,Resolved,Yes,Closed
1873,4656,4564,2025-05-02,Damaged Product,68564.71,Completed,Failed,Pickup,Warehouse A,Opened,Replacement,No,12,UPI,Good,West,Resolved,Yes,Active
1874,44379,9390,2024-09-21,Damaged Product,27330.34,Pending,Passed,Pickup,Warehouse A,Sealed,Refund,Yes,12,Wallet,Good,North,Resolved,No,Active
1875,23663,5934,2026-02-23,Changed Mind,55767.26,Completed,Failed,Drop,Warehouse A,Opened,Replacement,Yes,14,Wallet,Excellent,North,Pending,No,Active
1876,10534,4516,2025-03-21,Missing Parts,82233.18,Rejected,Failed,Drop,Warehouse C,Sealed,Refund,Yes,4,UPI,Average,East,Pending,No,Active
1877,34210,1459,2025-09-25,Missing Parts,59516.44,Pending,Failed,Drop,Warehouse A,Opened,Replacement,No,13,Wallet,Average,North,Resolved,No,Active
1878,226,8009,2025-04-18,Quality Issue,94428.07,Rejected,Failed,Pickup,Warehouse C,Opened,Refund,No,2,UPI,Average,North,Pending,Yes,Closed
1879,18837,7181,2025-11-23,Missing Parts,63905.94,Completed,Pending,Pickup,Warehouse A,Sealed,Refund,No,6,UPI,Good,South,Resolved,Yes,Closed
1880,38074,3199,2024-09-11,Late Delivery,137369.45,Pending,Pending,Drop,Warehouse C,Sealed,Refund,No,15,Bank Transfer,Excellent,East,Pending,No,Active
1881,38553,2551,2024-11-06,Late Delivery,2770.11,Rejected,Failed,Pickup,Warehouse A,Opened,Refund,No,13,UPI,Average,East,Pending,Yes,Closed
1882,4065,7684,2025-08-12,Quality Issue,40053.03,Pending,Passed,Pickup,Warehouse A,Sealed,Replacement,Yes,4,UPI,Average,East,Resolved,No,Active
1883,22659,7061,2025-08-03,Wrong Item Delivered,72529.53,Pending,Passed,Pickup,Warehouse C,Opened,Replacement,No,12,Bank Transfer,Average,South,Resolved,No,Closed
1884,4745,8904,2026-08-12,Duplicate Order,6603.07,Pending,Failed,Pickup,Warehouse A,Opened,Replacement,Yes,1,Wallet,Average,East,Pending,No,Active
